,동이름,2008.4/4,2009.4/4,2010.4/4,2011.4/4,2012.4/4,2013.4/4,2014.4/4,2015.4/4,2016.4/4,2017.4/4
873,방배2동,"28,958","28,669","28,542","27,957","27,850","27,871","28,817","28,361","27,735","27,221"
874,방배3동,"26,238","26,518","26,770","26,426","25,925","25,586","25,292","24,400","24,055","22,584"
875,방배4동,"25,947","26,629","26,859","26,269","26,178","26,036","26,179","26,446","26,497","26,392"
876,양재1동,"27,529","27,103","26,834","27,145","31,954","44,231","47,501","47,859","47,744","47,275"
877,양재2동,"23,664","23,816","24,082","23,647","23,386","22,935","23,978","23,633","23,796","23,836"
878,내곡동,"6,663","6,505","6,450","6,085","5,890","6,047","12,788","18,742","18,985","18,872"
879,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","27,040","26,976","26,627","26,229"
880,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","27,040","26,976","26,627","18,105"
881,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","27,040","26,976","18,349","26,229"
882,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","27,040","26,976","18,349","18,105"
883,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","27,040","18,570","26,627","26,229"
884,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","27,040","18,570","26,627","18,105"
885,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","27,040","18,570","18,349","26,229"
886,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","27,040","18,570","18,349","18,105"
887,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","19,114","26,976","26,627","26,229"
888,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","19,114","26,976","26,627","18,105"
889,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","19,114","26,976","18,349","26,229"
890,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","19,114","26,976","18,349","18,105"
891,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","19,114","18,570","26,627","26,229"
892,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","19,114","18,570","26,627","18,105"
893,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","19,114","18,570","18,349","26,229"
894,신사동,"21,623","27,701","27,530","25,942","26,716","26,938","19,114","18,570","18,349","18,105"
895,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","27,040","26,976","26,627","26,229"
896,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","27,040","26,976","26,627","18,105"
897,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","27,040","26,976","18,349","26,229"
898,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","27,040","26,976","18,349","18,105"
899,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","27,040","18,570","26,627","26,229"
900,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","27,040","18,570","26,627","18,105"
901,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","27,040","18,570","18,349","26,229"
902,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","27,040","18,570","18,349","18,105"
903,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","19,114","26,976","26,627","26,229"
904,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","19,114","26,976","26,627","18,105"
905,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","19,114","26,976","18,349","26,229"
906,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","19,114","26,976","18,349","18,105"
907,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","19,114","18,570","26,627","26,229"
908,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","19,114","18,570","26,627","18,105"
909,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","19,114","18,570","18,349","26,229"
910,신사동,"21,623","27,701","27,530","25,942","26,716","19,753","19,114","18,570","18,349","18,105"
911,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","27,040","26,976","26,627","26,229"
912,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","27,040","26,976","26,627","18,105"
913,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","27,040","26,976","18,349","26,229"
914,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","27,040","26,976","18,349","18,105"
915,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","27,040","18,570","26,627","26,229"
916,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","27,040","18,570","26,627","18,105"
917,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","27,040","18,570","18,349","26,229"
918,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","27,040","18,570","18,349","18,105"
919,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","19,114","26,976","26,627","26,229"
920,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","19,114","26,976","26,627","18,105"
921,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","19,114","26,976","18,349","26,229"
922,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","19,114","26,976","18,349","18,105"
923,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","19,114","18,570","26,627","26,229"
924,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","19,114","18,570","26,627","18,105"
925,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","19,114","18,570","18,349","26,229"
926,신사동,"21,623","27,701","27,530","25,942","20,306","26,938","19,114","18,570","18,349","18,105"
927,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","27,040","26,976","26,627","26,229"
928,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","27,040","26,976","26,627","18,105"
929,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","27,040","26,976","18,349","26,229"
930,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","27,040","26,976","18,349","18,105"
931,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","27,040","18,570","26,627","26,229"
932,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","27,040","18,570","26,627","18,105"
933,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","27,040","18,570","18,349","26,229"
934,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","27,040","18,570","18,349","18,105"
935,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","19,114","26,976","26,627","26,229"
936,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","19,114","26,976","26,627","18,105"
937,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","19,114","26,976","18,349","26,229"
938,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","19,114","26,976","18,349","18,105"
939,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","19,114","18,570","26,627","26,229"
940,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","19,114","18,570","26,627","18,105"
941,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","19,114","18,570","18,349","26,229"
942,신사동,"21,623","27,701","27,530","25,942","20,306","19,753","19,114","18,570","18,349","18,105"
943,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","27,040","26,976","26,627","26,229"
944,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","27,040","26,976","26,627","18,105"
945,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","27,040","26,976","18,349","26,229"
946,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","27,040","26,976","18,349","18,105"
947,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","27,040","18,570","26,627","26,229"
948,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","27,040","18,570","26,627","18,105"
949,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","27,040","18,570","18,349","26,229"
950,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","27,040","18,570","18,349","18,105"
951,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","19,114","26,976","26,627","26,229"
952,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","19,114","26,976","26,627","18,105"
953,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","19,114","26,976","18,349","26,229"
954,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","19,114","26,976","18,349","18,105"
955,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","19,114","18,570","26,627","26,229"
956,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","19,114","18,570","26,627","18,105"
957,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","19,114","18,570","18,349","26,229"
958,신사동,"21,623","27,701","27,530","20,870","26,716","26,938","19,114","18,570","18,349","18,105"
959,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","27,040","26,976","26,627","26,229"
960,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","27,040","26,976","26,627","18,105"
961,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","27,040","26,976","18,349","26,229"
962,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","27,040","26,976","18,349","18,105"
963,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","27,040","18,570","26,627","26,229"
964,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","27,040","18,570","26,627","18,105"
965,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","27,040","18,570","18,349","26,229"
966,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","27,040","18,570","18,349","18,105"
967,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","19,114","26,976","26,627","26,229"
968,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","19,114","26,976","26,627","18,105"
969,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","19,114","26,976","18,349","26,229"
970,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","19,114","26,976","18,349","18,105"
971,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","19,114","18,570","26,627","26,229"
972,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","19,114","18,570","26,627","18,105"
973,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","19,114","18,570","18,349","26,229"
974,신사동,"21,623","27,701","27,530","20,870","26,716","19,753","19,114","18,570","18,349","18,105"
975,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","27,040","26,976","26,627","26,229"
976,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","27,040","26,976","26,627","18,105"
977,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","27,040","26,976","18,349","26,229"
978,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","27,040","26,976","18,349","18,105"
979,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","27,040","18,570","26,627","26,229"
980,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","27,040","18,570","26,627","18,105"
981,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","27,040","18,570","18,349","26,229"
982,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","27,040","18,570","18,349","18,105"
983,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","19,114","26,976","26,627","26,229"
984,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","19,114","26,976","26,627","18,105"
985,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","19,114","26,976","18,349","26,229"
986,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","19,114","26,976","18,349","18,105"
987,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","19,114","18,570","26,627","26,229"
988,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","19,114","18,570","26,627","18,105"
989,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","19,114","18,570","18,349","26,229"
990,신사동,"21,623","27,701","27,530","20,870","20,306","26,938","19,114","18,570","18,349","18,105"
991,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","27,040","26,976","26,627","26,229"
992,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","27,040","26,976","26,627","18,105"
993,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","27,040","26,976","18,349","26,229"
994,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","27,040","26,976","18,349","18,105"
995,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","27,040","18,570","26,627","26,229"
996,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","27,040","18,570","26,627","18,105"
997,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","27,040","18,570","18,349","26,229"
998,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","27,040","18,570","18,349","18,105"
999,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","19,114","26,976","26,627","26,229"
1000,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","19,114","26,976","26,627","18,105"
1001,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","19,114","26,976","18,349","26,229"
1002,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","19,114","26,976","18,349","18,105"
1003,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","19,114","18,570","26,627","26,229"
1004,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","19,114","18,570","26,627","18,105"
1005,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","19,114","18,570","18,349","26,229"
1006,신사동,"21,623","27,701","27,530","20,870","20,306","19,753","19,114","18,570","18,349","18,105"
1007,신사동,"21,623","27,701","21,323","25,942","26,716","26,938","27,040","26,976","26,627","26,229"
1008,신사동,"21,623","27,701","21,323","25,942","26,716","26,938","27,040","26,976","26,627","18,105"
1009,신사동,"21,623","27,701","21,323","25,942","26,716","26,938","27,040","26,976","18,349","26,229"
1010,신사동,"21,623","27,701","21,323","25,942","26,716","26,938","27,040","26,976","18,349","18,105"
1011,신사동,"21,623","27,701","21,323","25,942","26,716","26,938","27,040","18,570","26,627","26,229"
1012,신사동,"21,623","27,701","21,323","25,942","26,716","26,938","27,040","18,570","26,627","18,105"
1013,신사동,"21,623","27,701","21,323","25,942","26,716","26,938","27,040","18,570","18,349","26,229"
1014,신사동,"21,623","27,701","21,323","25,942","26,716","26,938","27,040","18,570","18,349","18,105"
1015,신사동,"21,623","27,701","21,323","25,942","26,716","26,938","19,114","26,976","26,627","26,229"
